Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Age,Gender,Date_Time,Date,Time,Location,WeekDay,No_Items_Added_InCart,No_Items_Removed_FromCart,No_Checkout_Initiated,cart_abandoned,Traffic Category,Order_Amount
0,0.0,0,0.0,3,73.0,0.0,0.066666667,0.0,0.0,6,2,4,North-Eastern Region,7,Returning_Visitor,False,False,76,F,2023-06-11 13:54:30.537131483,2023-06-11,13:54:30.537131,Manipur,Monday,6.0,0.0,1,1,Product Reviews,0
0,0.0,0,0.0,8,612.0,0.0,0.014285714,0.0,0.0,6,3,3,Southern Region,2,New_Visitor,True,False,56,T,2023-06-11 14:37:08.408816129,2023-06-11,14:37:08.408816,Andhra Pradesh,Sunday,3.0,1.0,1,1,Organic Search,0
9,848.1428571,4,388.6666667,33,595.0095238,0.0,0.004651163,0.0,0.0,6,2,2,North-Eastern Region,10,New_Visitor,False,False,28,T,2023-06-11 15:19:46.280500775,2023-06-11,15:19:46.280500,Mizoram,Monday,14.0,11.0,2,1,Affiliate Websites/Blogs,0
0,0.0,0,0.0,6,495.0,0.0,0.02,77.96,0.0,6,1,2,North-Eastern Region,2,Returning_Visitor,True,True,47,M,2023-06-11 16:02:24.152185421,2023-06-11,16:02:24.152185,Mizoram,Saturday,1.0,0.0,2,0,Organic Search,754
0,0.0,0,0.0,4,49.5,0.0,0.016666667,0.0,0.0,6,2,2,Central Region,2,Returning_Visitor,False,False,54,T,2023-06-11 16:45:02.023870067,2023-06-11,16:45:02.023870,Chhattisgarh,Tuesday,2.0,6.0,1,1,Organic Search,0
3,130.8333333,1,109.0,47,1813.208333,0.0,0.002083333,0.0,0.0,6,2,2,Northern Region,2,Returning_Visitor,True,False,13,T,2023-06-11 17:27:39.895554713,2023-06-11,17:27:39.895554,Delhi,Sunday,1.0,0.0,1,1,Organic Search,0
0,0.0,0,0.0,9,218.0,0.0,0.033333333,0.0,0.0,6,2,2,Eastern Region,3,Returning_Visitor,True,False,14,T,2023-06-11 18:10:17.767239359,2023-06-11,18:10:17.767239,Jharkhand,Sunday,0.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,4,102.0,0.0,0.05,0.0,0.0,6,2,2,Western Region,2,Returning_Visitor,False,False,16,M,2023-06-11 18:52:55.638924005,2023-06-11,18:52:55.638924,Rajasthan,Tuesday,2.0,0.0,1,1,Organic Search,0
2,27.0,0,0.0,23,1278.090909,0.0,0.008333333,0.0,0.0,6,2,2,North-Eastern Region,2,New_Visitor,True,False,75,F,2023-06-11 19:35:33.510608651,2023-06-11,19:35:33.510608,Meghalaya,Friday,1.0,0.0,2,1,Organic Search,0
0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,0.0,6,1,1,Western Region,1,Returning_Visitor,False,False,42,F,2023-06-11 20:18:11.382293297,2023-06-11,20:18:11.382293,Rajasthan,Thursday,0.0,0.0,1,1,Direct Search,0
0,0.0,2,445.0,38,996.5166667,0.000854701,0.016544567,0.0,0.0,6,2,2,Eastern Region,2,Returning_Visitor,False,False,68,F,2023-06-11 21:00:49.253977942,2023-06-11,21:00:49.253977,Sikkim,Monday,1.0,2.0,2,1,Organic Search,0
0,0.0,0,0.0,6,69.5,0.0,0.033333333,0.0,0.0,6,2,2,Southern Region,1,Returning_Visitor,False,False,43,T,2023-06-11 21:43:27.125662588,2023-06-11,21:43:27.125662,Andhra Pradesh,Wednesday,0.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,40,1530.248485,0.005128205,0.029795821,0.0,0.0,6,3,2,Southern Region,2,Returning_Visitor,False,False,59,F,2023-06-11 22:26:04.997347234,2023-06-11,22:26:04.997347,Andhra Pradesh,Tuesday,1.0,1.0,2,1,Organic Search,0
2,12.0,0,0.0,43,2595.280952,0.009090909,0.025378788,0.0,0.0,6,2,4,Union Territories,1,Returning_Visitor,False,False,49,T,2023-06-11 23:08:42.869031880,2023-06-11,23:08:42.869031,Lakshadweep,Wednesday,6.0,0.0,2,1,Direct Search,0
0,0.0,0,0.0,12,471.5,0.016666667,0.066666667,0.0,0.0,6,1,1,Eastern Region,3,Returning_Visitor,False,False,62,T,2023-06-11 23:51:20.740716526,2023-06-11,23:51:20.740716,West Bengal,Monday,4.0,0.0,2,1,Amazon Email Promotions,0
11,281.6309524,0,0.0,54,923.6757353,0.0,0.012261867,5.150663602,0.0,6,1,1,Union Territories,2,Returning_Visitor,False,False,82,M,2023-06-12 00:33:58.612401172,2023-06-12,00:33:58.612401,Lakshadweep,Monday,7.0,2.0,1,1,Organic Search,0
0,0.0,0,0.0,10,153.0,0.02,0.04,0.0,0.0,6,1,1,North-Eastern Region,1,Returning_Visitor,True,False,79,T,2023-06-12 01:16:36.484085818,2023-06-12,01:16:36.484085,Manipur,Sunday,10.0,10.0,1,1,Direct Search,0
9,160.0,0,0.0,48,3946.008333,0.007272727,0.011515152,20.32388105,0.0,6,2,6,North-Eastern Region,8,Returning_Visitor,True,True,21,T,2023-06-12 01:59:14.355770464,2023-06-12,01:59:14.355770,Meghalaya,Saturday,0.0,0.0,1,0,Amazon Mobile App,377
0,0.0,0,0.0,26,648.4,0.0,0.018,0.0,0.0,6,1,1,Union Territories,3,Returning_Visitor,True,False,33,F,2023-06-12 02:41:52.227455110,2023-06-12,02:41:52.227455,Ladakh,Sunday,8.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,5,56.0,0.04,0.08,0.0,0.0,6,2,4,North-Eastern Region,1,Returning_Visitor,True,False,54,T,2023-06-12 03:24:30.099139756,2023-06-12,03:24:30.099139,Nagaland,Sunday,2.0,1.0,2,1,Direct Search,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,3,2,North-Eastern Region,2,Returning_Visitor,False,False,70,T,2023-06-12 04:07:07.970824402,2023-06-12,04:07:07.970824,Manipur,Monday,5.0,1.0,1,1,Organic Search,0
0,0.0,0,0.0,21,263.0,0.00952381,0.030952381,0.0,0.0,6,2,6,Southern Region,3,Returning_Visitor,False,False,43,T,2023-06-12 04:49:45.842509048,2023-06-12,04:49:45.842509,Telangana,Monday,0.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,6,193.0,0.0,0.033333333,0.0,0.0,6,4,1,Eastern Region,3,Returning_Visitor,True,False,59,F,2023-06-12 05:32:23.714193694,2023-06-12,05:32:23.714193,Bihar,Friday,4.0,2.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,3,38.0,0.1,0.122222222,0.0,0.0,6,3,2,Northern Region,1,Returning_Visitor,False,False,52,F,2023-06-12 06:15:01.585878340,2023-06-12,06:15:01.585878,Delhi,Monday,1.0,0.0,2,1,Direct Search,0
0,0.0,0,0.0,8,116.0,0.025,0.1,0.0,0.0,6,2,4,Western Region,1,Returning_Visitor,False,False,30,F,2023-06-12 06:57:39.457562986,2023-06-12,06:57:39.457562,Rajasthan,Monday,1.0,0.0,2,1,Direct Search,0
3,31.33333333,0,0.0,33,1077.869048,0.0015625,0.01953125,0.0,0.0,6,3,2,Northern Region,2,Returning_Visitor,False,False,72,M,2023-06-12 07:40:17.329247632,2023-06-12,07:40:17.329247,Himachal Pradesh,Monday,12.0,0.0,1,1,Organic Search,0
0,0.0,0,0.0,5,266.3333333,0.04,0.08,0.0,0.0,6,3,2,Northern Region,3,Returning_Visitor,False,False,55,F,2023-06-12 08:22:55.200932278,2023-06-12,08:22:55.200932,Himachal Pradesh,Monday,1.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,3,17.0,0.0,0.033333333,0.0,0.0,6,1,1,Western Region,3,Returning_Visitor,False,False,30,M,2023-06-12 09:05:33.072616924,2023-06-12,09:05:33.072616,Maharashtra,Monday,6.0,6.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,3,67.5,0.0,0.066666667,0.0,0.0,6,1,1,Eastern Region,3,Returning_Visitor,True,False,37,M,2023-06-12 09:48:10.944301570,2023-06-12,09:48:10.944301,West Bengal,Sunday,1.0,0.0,1,1,Amazon Email Promotions,0
3,81.0,1,0.0,28,499.6666667,0.0,0.022222222,0.0,0.0,6,2,6,Central Region,1,Returning_Visitor,False,False,77,M,2023-06-12 10:30:48.815986216,2023-06-12,10:30:48.815986,Chhattisgarh,Monday,7.0,4.0,1,1,Direct Search,0
1,5.5,0,0.0,7,286.0,0.025,0.05,0.0,0.0,6,2,2,Western Region,1,Returning_Visitor,False,False,53,F,2023-06-12 11:13:26.687670862,2023-06-12,11:13:26.687670,Rajasthan,Monday,1.0,0.0,1,1,Direct Search,0
4,81.0,0,0.0,8,112.7285714,0.0,0.02,0.0,0.0,6,2,2,North-Eastern Region,1,Returning_Visitor,False,False,65,F,2023-06-12 11:56:04.559355508,2023-06-12,11:56:04.559355,Meghalaya,Monday,0.0,0.0,1,1,Direct Search,0
1,18.0,0,0.0,24,1571.0,0.0,0.016666667,0.0,0.0,6,2,2,Union Territories,3,Returning_Visitor,False,False,32,M,2023-06-12 12:38:42.431040154,2023-06-12,12:38:42.431040,Daman and Diu,Monday,1.0,0.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,11,241.0,0.0,0.018181818,0.0,0.0,6,2,2,Central Region,1,Returning_Visitor,False,False,23,F,2023-06-12 13:21:20.302724799,2023-06-12,13:21:20.302724,Chhattisgarh,Monday,1.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,11,187.0,0.031818182,0.068181818,0.0,0.0,6,2,2,Eastern Region,1,Returning_Visitor,False,False,71,F,2023-06-12 14:03:58.174409445,2023-06-12,14:03:58.174409,Odisha,Monday,1.0,0.0,2,1,Direct Search,0
3,91.0,2,338.0,11,451.0,0.0,0.006666667,45.7504,0.0,6,2,2,Union Territories,10,New_Visitor,False,True,68,F,2023-06-12 14:46:36.046094091,2023-06-12,14:46:36.046094,Dadra and Nagar Haveli,Monday,10.0,2.0,1,0,Affiliate Websites/Blogs,377
2,85.5,0,0.0,42,1741.483333,0.0,0.002051282,27.12804201,0.0,6,2,10,Western Region,1,Returning_Visitor,False,False,29,F,2023-06-12 15:29:13.917778737,2023-06-12,15:29:13.917778,Goa,Monday,9.0,2.0,2,1,Direct Search,0
1,42.0,2,80.5,46,838.6833333,0.0,0.015416667,0.0,0.0,6,2,2,Central Region,10,Returning_Visitor,False,False,60,F,2023-06-12 16:11:51.789463383,2023-06-12,16:11:51.789463,Chhattisgarh,Monday,17.0,0.0,2,1,Affiliate Websites/Blogs,0
5,36.33333333,3,53.0,22,406.0,0.002564103,0.013461538,0.0,0.0,6,4,1,North-Eastern Region,1,Returning_Visitor,False,False,78,F,2023-06-12 16:54:29.661148029,2023-06-12,16:54:29.661148,Manipur,Monday,0.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,18,437.1875,0.011111111,0.006878307,0.0,0.0,6,1,1,Union Territories,9,Returning_Visitor,True,False,34,M,2023-06-12 17:37:07.532832675,2023-06-12,17:37:07.532832,Chandigarh,Friday,1.0,0.0,2,1,Amazon Alexa,0
2,33.0,0,0.0,28,898.5,0.0,0.013333333,0.0,0.0,6,2,10,North-Eastern Region,10,Returning_Visitor,False,False,34,F,2023-06-12 18:19:45.404517321,2023-06-12,18:19:45.404517,Meghalaya,Monday,2.0,0.0,2,1,Affiliate Websites/Blogs,0
0,0.0,0,0.0,19,215.75,0.0,0.021052632,0.0,0.0,6,2,2,North-Eastern Region,10,Returning_Visitor,False,False,32,T,2023-06-12 19:02:23.276201967,2023-06-12,19:02:23.276201,Manipur,Monday,0.0,1.0,1,1,Affiliate Websites/Blogs,0
7,110.25,0,0.0,20,266.5833333,0.011111111,0.039753086,0.0,0.0,6,2,2,Union Territories,2,Returning_Visitor,False,False,85,F,2023-06-12 19:45:01.147886613,2023-06-12,19:45:01.147886,Lakshadweep,Monday,3.0,1.0,2,1,Organic Search,0
0,0.0,0,0.0,6,546.0,0.0,0.04,35.49,0.0,6,2,2,Southern Region,1,Returning_Visitor,False,True,48,M,2023-06-12 20:27:39.019571259,2023-06-12,20:27:39.019571,Andhra Pradesh,Monday,4.0,2.0,1,0,Direct Search,377
0,0.0,0,0.0,16,2156.0,0.01875,0.035416667,0.0,0.0,6,2,2,Northern Region,1,Returning_Visitor,False,False,81,T,2023-06-12 21:10:16.891255905,2023-06-12,21:10:16.891255,Himachal Pradesh,Monday,2.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,17,557.1666667,0.023529412,0.049509804,0.0,0.0,6,3,2,North-Eastern Region,1,Returning_Visitor,False,False,21,T,2023-06-12 21:52:54.762940551,2023-06-12,21:52:54.762940,Meghalaya,Monday,10.0,3.0,1,1,Direct Search,0
2,27.0,1,35.0,19,461.05,0.016666667,0.026190476,16.33942857,0.0,6,3,2,Western Region,1,Returning_Visitor,False,False,35,M,2023-06-12 22:35:32.634625197,2023-06-12,22:35:32.634625,Rajasthan,Monday,5.0,4.0,1,1,Direct Search,0
0,0.0,0,0.0,18,1473.333333,0.011111111,0.044444444,0.0,0.0,6,1,1,Eastern Region,2,Returning_Visitor,False,False,76,M,2023-06-12 23:18:10.506309843,2023-06-12,23:18:10.506309,Odisha,Monday,3.0,0.0,1,1,Organic Search,0
4,155.5,0,0.0,13,474.8333333,0.0,0.00625,0.0,0.0,6,3,2,Eastern Region,1,Returning_Visitor,False,False,35,M,2023-06-13 00:00:48.377994489,2023-06-13,00:00:48.377994,Odisha,Tuesday,0.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,Central Region,1,Returning_Visitor,False,False,31,M,2023-06-13 00:43:26.249679135,2023-06-13,00:43:26.249679,Madhya Pradesh,Tuesday,2.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,6,212.0,0.026666667,0.03968254,0.0,0.0,6,3,2,Union Territories,1,Returning_Visitor,False,False,76,T,2023-06-13 01:26:04.121363781,2023-06-13,01:26:04.121363,Dadra and Nagar Haveli,Tuesday,0.0,0.0,2,1,Direct Search,0
5,487.5,0,0.0,11,500.0,0.0,0.015384615,0.0,0.0,6,1,8,Western Region,11,New_Visitor,False,False,75,M,2023-06-13 02:08:41.993048427,2023-06-13,02:08:41.993048,Maharashtra,Tuesday,4.0,0.0,1,1,Amazon Deals & Coupons Websites,0
0,0.0,3,56.0,10,369.0,0.0,0.016666667,0.0,0.0,6,1,1,Southern Region,2,New_Visitor,True,False,17,T,2023-06-13 02:51:19.864733073,2023-06-13,02:51:19.864733,Puducherry,Saturday,1.0,0.0,1,1,Organic Search,0
0,0.0,0,0.0,5,136.6666667,0.02,0.12,0.0,0.0,6,3,2,Union Territories,10,Returning_Visitor,True,False,36,M,2023-06-13 03:33:57.736417719,2023-06-13,03:33:57.736417,Dadra and Nagar Haveli,Saturday,1.0,0.0,2,1,Affiliate Websites/Blogs,0
0,0.0,0,0.0,10,243.2,0.02,0.04,0.0,0.0,6,2,2,Central Region,1,Returning_Visitor,False,False,69,T,2023-06-13 04:16:35.608102365,2023-06-13,04:16:35.608102,Chhattisgarh,Tuesday,0.0,0.0,2,1,Direct Search,0
0,0.0,0,0.0,12,459.0,0.0,0.02,0.0,0.0,6,2,4,Union Territories,1,Returning_Visitor,False,False,56,M,2023-06-13 04:59:13.479787011,2023-06-13,04:59:13.479787,Lakshadweep,Tuesday,0.0,0.0,1,1,Direct Search,0
5,376.8,3,105.6666667,6,441.4666667,0.0,0.003333333,0.0,0.0,6,2,2,Union Territories,1,Returning_Visitor,False,False,62,F,2023-06-13 05:41:51.351471656,2023-06-13,05:41:51.351471,Daman and Diu,Tuesday,0.0,0.0,1,1,Direct Search,0
4,985.5,4,308.0,6,328.0,0.0,0.015384615,0.0,0.0,6,2,2,Northern Region,2,New_Visitor,False,False,68,M,2023-06-13 06:24:29.223156302,2023-06-13,06:24:29.223156,Punjab,Tuesday,2.0,0.0,1,1,Organic Search,0
0,0.0,0,0.0,3,36.0,0.0,0.033333333,0.0,0.0,6,2,2,Union Territories,2,Returning_Visitor,False,False,13,M,2023-06-13 07:07:07.094840948,2023-06-13,07:07:07.094840,Ladakh,Tuesday,0.0,0.0,1,1,Organic Search,0
0,0.0,0,0.0,20,518.6666667,0.0,0.011111111,0.0,0.0,6,2,2,North-Eastern Region,1,Returning_Visitor,False,False,22,M,2023-06-13 07:49:44.966525594,2023-06-13,07:49:44.966525,Manipur,Tuesday,1.0,0.0,1,1,Direct Search,0
7,606.0,1,33.0,26,631.4583333,0.0,0.007142857,0.0,0.0,6,1,1,Union Territories,2,Returning_Visitor,False,False,56,T,2023-06-13 08:32:22.838210240,2023-06-13,08:32:22.838210,Lakshadweep,Tuesday,4.0,0.0,2,1,Organic Search,0
11,1640.590909,0,0.0,16,1849.833333,0.0,0.013636364,10.78136364,0.0,6,1,1,Northern Region,3,Returning_Visitor,False,False,33,F,2023-06-13 09:15:00.709894886,2023-06-13,09:15:00.709894,Delhi,Tuesday,4.0,11.0,1,1,Amazon Email Promotions,0
1,0.0,0,0.0,8,436.0,0.0,0.022222222,0.0,0.0,6,2,4,Western Region,1,Returning_Visitor,True,False,80,M,2023-06-13 09:57:38.581579532,2023-06-13,09:57:38.581579,Goa,Saturday,1.0,0.0,2,1,Direct Search,0
0,0.0,0,0.0,5,132.0,0.0,0.04,0.0,0.0,6,1,1,Western Region,1,Returning_Visitor,True,False,69,F,2023-06-13 10:40:16.453264178,2023-06-13,10:40:16.453264,Goa,Saturday,0.0,0.0,1,1,Direct Search,0
2,63.0,0,0.0,35,850.3333333,0.0,0.005405405,0.0,0.0,6,2,2,Union Territories,2,New_Visitor,True,False,22,F,2023-06-13 11:22:54.324948824,2023-06-13,11:22:54.324948,Dadra and Nagar Haveli,Friday,7.0,0.0,2,1,Organic Search,0
11,228.0277778,1,32.0,17,457.7957265,0.007258065,0.044351348,0.0,0.0,6,1,2,Union Territories,8,Returning_Visitor,False,False,57,T,2023-06-13 12:05:32.196633470,2023-06-13,12:05:32.196633,Ladakh,Tuesday,6.0,0.0,1,1,Amazon Mobile App,0
0,0.0,0,0.0,5,143.0,0.0,0.04,0.0,0.0,6,2,4,North-Eastern Region,1,Returning_Visitor,False,False,20,T,2023-06-13 12:48:10.068318116,2023-06-13,12:48:10.068318,Manipur,Tuesday,7.0,0.0,2,1,Direct Search,0
6,136.5555556,0,0.0,59,3224.819084,0.002985075,0.011923715,8.567426866,0.0,6,2,4,Union Territories,2,Returning_Visitor,True,True,53,T,2023-06-13 13:30:47.940002762,2023-06-13,13:30:47.940002,Ladakh,Saturday,4.0,0.0,1,0,Organic Search,377
3,76.0,0,0.0,24,1038.845238,0.0,0.008333333,0.0,0.0,6,2,2,Union Territories,3,New_Visitor,False,False,12,F,2023-06-13 14:13:25.811687408,2023-06-13,14:13:25.811687,Lakshadweep,Tuesday,0.0,0.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,Eastern Region,1,Returning_Visitor,False,False,54,M,2023-06-13 14:56:03.683372054,2023-06-13,14:56:03.683372,Odisha,Tuesday,3.0,0.0,2,1,Direct Search,0
0,0.0,0,0.0,6,216.0,0.0,0.033333333,0.0,0.0,6,2,4,Central Region,10,Returning_Visitor,False,False,51,M,2023-06-13 15:38:41.555056700,2023-06-13,15:38:41.555056,Madhya Pradesh,Tuesday,2.0,0.0,1,1,Affiliate Websites/Blogs,0
2,11.0,0,0.0,20,363.6666667,0.01,0.016666667,0.0,0.0,6,2,2,Union Territories,3,Returning_Visitor,True,False,76,M,2023-06-13 16:21:19.426741346,2023-06-13,16:21:19.426741,Chandigarh,Friday,1.0,0.0,2,1,Amazon Email Promotions,0
1,0.0,0,0.0,17,1314.25,0.045833333,0.1,0.0,0.0,6,2,2,Eastern Region,1,Returning_Visitor,False,False,67,M,2023-06-13 17:03:57.298425992,2023-06-13,17:03:57.298425,Bihar,Tuesday,3.0,0.0,2,1,Direct Search,0
0,0.0,0,0.0,5,146.0,0.146666667,0.186666667,0.0,0.0,6,3,2,Eastern Region,3,Returning_Visitor,False,False,57,M,2023-06-13 17:46:35.170110638,2023-06-13,17:46:35.170110,West Bengal,Tuesday,1.0,1.0,2,1,Amazon Email Promotions,0
0,0.0,0,0.0,8,228.0,0.0,0.028571429,0.0,0.0,6,4,1,Union Territories,2,Returning_Visitor,False,False,84,T,2023-06-13 18:29:13.041795284,2023-06-13,18:29:13.041795,Chandigarh,Tuesday,0.0,0.0,2,1,Organic Search,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,6,2,2,Southern Region,1,Returning_Visitor,False,False,35,T,2023-06-13 19:11:50.913479930,2023-06-13,19:11:50.913479,Tamil Nadu,Tuesday,0.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,11,419.75,0.0,0.006060606,0.0,0.0,6,2,2,Eastern Region,1,Returning_Visitor,False,False,51,F,2023-06-13 19:54:28.785164576,2023-06-13,19:54:28.785164,Odisha,Tuesday,4.0,4.0,2,1,Direct Search,0
0,0.0,0,0.0,15,270.0,0.028571429,0.035714286,0.0,0.0,6,2,2,North-Eastern Region,1,Returning_Visitor,False,False,59,F,2023-06-13 20:37:06.656849222,2023-06-13,20:37:06.656849,Mizoram,Tuesday,1.0,0.0,1,1,Direct Search,0
1,1.333333333,0,0.0,32,395.2222222,0.006060606,0.011111111,0.0,0.0,6,2,4,North-Eastern Region,2,Returning_Visitor,True,False,59,F,2023-06-13 21:19:44.528533868,2023-06-13,21:19:44.528533,Tripura,Saturday,1.0,0.0,2,1,Organic Search,0
0,0.0,0,0.0,4,9.0,0.1,0.15,0.0,0.0,6,3,2,North-Eastern Region,1,Returning_Visitor,False,False,48,M,2023-06-13 22:02:22.400218513,2023-06-13,22:02:22.400218,Meghalaya,Tuesday,1.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,17,945.0108696,0.006334842,0.023889556,0.0,0.0,6,3,2,Northern Region,10,Returning_Visitor,False,False,76,T,2023-06-13 22:45:00.271903159,2023-06-13,22:45:00.271903,Punjab,Tuesday,3.0,0.0,1,1,Affiliate Websites/Blogs,0
0,0.0,0,0.0,3,90.0,0.0,0.066666667,0.0,0.0,6,1,2,Northern Region,10,Returning_Visitor,False,False,38,T,2023-06-13 23:27:38.143587805,2023-06-13,23:27:38.143587,Uttarakhand,Tuesday,5.0,2.0,1,1,Affiliate Websites/Blogs,0
0,0.0,1,55.0,9,936.8333333,0.0,0.022222222,53.25533333,0.0,6,1,1,Northern Region,2,Returning_Visitor,True,True,44,M,2023-06-14 00:10:16.015272451,2023-06-14,00:10:16.015272,Uttarakhand,Sunday,0.0,0.0,2,0,Organic Search,754
0,0.0,0,0.0,3,8.0,0.0,0.066666667,0.0,0.0,6,2,2,North-Eastern Region,1,Returning_Visitor,False,False,58,T,2023-06-14 00:52:53.886957097,2023-06-14,00:52:53.886957,Nagaland,Wednesday,4.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,20,447.5,0.02,0.04,0.0,0.0,6,2,2,Eastern Region,1,Returning_Visitor,False,False,30,F,2023-06-14 01:35:31.758641743,2023-06-14,01:35:31.758641,West Bengal,Wednesday,42.0,0.0,1,1,Direct Search,0
5,310.0,1,73.0,16,416.4,0.0,0.011111111,0.0,0.0,6,1,1,North-Eastern Region,2,Returning_Visitor,True,False,19,F,2023-06-14 02:18:09.630326389,2023-06-14,02:18:09.630326,Meghalaya,Sunday,3.0,0.0,2,1,Organic Search,0
5,1417.5,0,0.0,36,1051.248276,0.0,0.002293202,0.0,0.0,6,2,2,Union Territories,2,Returning_Visitor,True,False,62,M,2023-06-14 03:00:47.502011035,2023-06-14,03:00:47.502011,Daman and Diu,Friday,5.0,0.0,2,1,Organic Search,0
3,960.0,0,0.0,10,1218.0,0.0,0.018181818,0.0,0.0,6,2,5,Eastern Region,2,New_Visitor,False,False,63,T,2023-06-14 03:43:25.373695681,2023-06-14,03:43:25.373695,Odisha,Wednesday,7.0,0.0,2,1,Organic Search,0
2,18.0,0,0.0,15,756.3333333,0.0125,0.0625,29.24325,0.0,6,2,10,Unknown,1,Returning_Visitor,False,True,26,M,2023-06-14 04:26:03.245380327,2023-06-14,04:26:03.245380,Uttar Pradesh,Wednesday,0.0,0.0,1,0,Direct Search,377
0,0.0,0,0.0,5,210.0,0.12,0.16,0.0,0.0,6,1,10,North-Eastern Region,1,Returning_Visitor,False,False,14,M,2023-06-14 05:08:41.117064973,2023-06-14,05:08:41.117064,Manipur,Wednesday,1.0,0.0,1,1,Direct Search,0
2,52.0,0,0.0,24,427.0833333,0.026388889,0.059722222,0.0,0.0,6,2,2,North-Eastern Region,1,Returning_Visitor,False,False,35,T,2023-06-14 05:51:18.988749619,2023-06-14,05:51:18.988749,Assam,Wednesday,1.0,1.0,1,1,Direct Search,0
0,0.0,0,0.0,2,31.0,0.0,0.025,0.0,0.0,6,3,2,Eastern Region,3,Returning_Visitor,False,False,50,M,2023-06-14 06:33:56.860434265,2023-06-14,06:33:56.860434,Odisha,Wednesday,6.0,1.0,1,1,Amazon Email Promotions,0
0,0.0,0,0.0,4,388.0,0.05,0.075,0.0,0.0,6,2,2,North-Eastern Region,1,Returning_Visitor,False,False,40,M,2023-06-14 07:16:34.732118911,2023-06-14,07:16:34.732118,Assam,Wednesday,0.0,0.0,1,1,Direct Search,0
0,0.0,0,0.0,4,151.5,0.0,0.05,0.0,0.0,6,3,2,North-Eastern Region,1,Returning_Visitor,False,False,75,M,2023-06-14 07:59:12.603803557,2023-06-14,07:59:12.603803,Tripura,Wednesday,2.0,0.0,2,1,Direct Search,0
2,18.33333333,0,0.0,36,1387.606061,0.005263158,0.025438596,0.0,0.0,6,2,2,North-Eastern Region,1,Returning_Visitor,True,False,84,T,2023-06-14 08:41:50.475488203,2023-06-14,08:41:50.475488,Nagaland,Friday,6.0,0.0,1,1,Direct Search,0
5,106.0,0,0.0,30,1418.0,0.0,0.010344828,0.0,0.0,6,2,2,North-Eastern Region,2,New_Visitor,False,False,31,F,2023-06-14 09:24:28.347172849,2023-06-14,09:24:28.347172,Manipur,Wednesday,0.0,0.0,1,1,Organic Search,0
6,91.88888889,0,0.0,25,437.2222222,0.028571429,0.035,0.0,0.0,6,3,2,Eastern Region,1,Returning_Visitor,True,False,45,F,2023-06-14 10:07:06.218857495,2023-06-14,10:07:06.218857,Bihar,Sunday,2.0,0.0,1,1,Direct Search,0
3,18.0,0,0.0,14,411.5,0.0,0.023529412,0.0,0.0,6,2,2,North-Eastern Region,2,Returning_Visitor,False,False,67,M,2023-06-14 10:49:44.090542141,2023-06-14,10:49:44.090542,Meghalaya,Wednesday,3.0,0.0,2,1,Organic Search,0
2,36.0,0,0.0,13,142.0,0.0,0.013333333,0.0,0.0,6,4,2,Central Region,8,Returning_Visitor,False,False,65,M,2023-06-14 11:32:21.962226787,2023-06-14,11:32:21.962226,Chhattisgarh,Wednesday,0.0,0.0,1,1,Amazon Mobile App,0
0,0.0,1,28.0,13,474.6666667,0.0,0.014285714,33.41,0.0,6,2,2,Northern Region,6,Returning_Visitor,False,True,31,M,2023-06-14 12:14:59.833911433,2023-06-14,12:14:59.833911,Himachal Pradesh,Wednesday,6.0,8.0,1,0,Social Media Ads,377
2,17.0,0,0.0,20,1415.625,0.012698413,0.044761905,32.578313,0.0,6,3,3,Union Territories,10,Returning_Visitor,False,False,41,F,2023-06-14 12:57:37.705596079,2023-06-14,12:57:37.705596,Ladakh,Wednesday,1.0,0.0,2,1,Affiliate Websites/Blogs,0
